review_id,text,source,item,true_sentiment,review_date,clean_text,vader_compound,textblob_polarity,textblob_subjectivity,ensemble_score,predicted_sentiment,joy,anger,sadness,fear,trust,surprise,dominant_emotion,total_emotion_words
REV102110,"Five stars for the water bottle, it changed the way I do things. :)",Product Forum,water bottle,positive,2024-01-20,"Five stars for the water bottle, it changed the way I do things. :)",0.4588,0.5,1.0,0.4753,positive,0,0,0,0,0,0,none,0
REV102113,"Terrible delivery service, broke after just two days of use.",Twitter/X Post,delivery service,negative,2024-06-01,"Terrible delivery service, broke after just two days of use.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV102115,This air purifier is poorly made and feels cheap. 😡,News Headline,air purifier,negative,2024-05-02,This air purifier is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV102116,"This laptop stand is fantastic, best purchase I've made all year. :)",Facebook Comment,laptop stand,positive,2024-01-24,"This laptop stand is fantastic, best purchase I've made all year. :)",0.8957,0.6333,0.7333,0.7908,positive,2,0,0,0,0,0,joy,2
REV102117,The customer service team was super helpful with my fitness tracker order. :),Facebook Comment,fitness tracker,positive,2024-11-09,The customer service team was super helpful with my fitness tracker order. :),0.8957,0.4167,0.8333,0.7041,positive,0,0,0,0,0,0,none,0
REV102119,"I'm impressed by how well the streaming service performs, truly outstanding.",Product Forum,streaming service,positive,2024-07-08,"I'm impressed by how well the streaming service performs, truly outstanding.",0.9022,0.75,0.9375,0.8413,positive,2,0,0,0,0,0,joy,2
REV102125,This coffee maker is poorly made and feels cheap.,Twitter/X Post,coffee maker,negative,2024-04-06,This coffee maker is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV102127,"I'm so happy with the laptop stand, works perfectly and looks great. :)",Facebook Comment,laptop stand,positive,2024-09-13,"I'm so happy with the laptop stand, works perfectly and looks great. :)",0.9459,0.775,0.9375,0.8775,positive,2,0,0,0,0,0,joy,2
REV102130,"This bluetooth speaker is fantastic, best purchase I've made all year.",Amazon Review,bluetooth speaker,positive,2024-11-23,"This bluetooth speaker is fantastic, best purchase I've made all year.",0.8316,0.7,0.6,0.779,positive,2,0,0,0,0,0,joy,2
REV102136,"This air purifier is a game changer, I use it every single day. Love it!",Facebook Comment,air purifier,positive,2024-02-26,"This air purifier is a game changer, I use it every single day. Love it!",0.6696,0.0512,0.4048,0.4222,positive,1,0,0,0,0,0,joy,1
REV102138,"Five stars for the office chair, it changed the way I do things. :)",Facebook Comment,office chair,positive,2024-06-16,"Five stars for the office chair, it changed the way I do things. :)",0.4588,0.5,1.0,0.4753,positive,0,0,0,0,0,0,none,0
REV102146,The water bottle arrived damaged and customer service ignored me.!!,Amazon Review,water bottle,negative,2024-04-22,The water bottle arrived damaged and customer service ignored me.!!,-0.6988,0.0,0.0,-0.4193,negative,0,0,0,0,0,0,none,0
REV102147,"Disappointing kitchen blender, definitely returning it.!!",Facebook Comment,kitchen blender,negative,2024-01-23,"Disappointing kitchen blender, definitely returning it.!!",-0.2695,-0.3,0.6,-0.2817,negative,0,0,1,0,0,0,sadness,1
REV102148,"This mobile app is fantastic, best purchase I've made all year. Love it!",Amazon Review,mobile app,positive,2024-12-31,"This mobile app is fantastic, best purchase I've made all year. Love it!",0.923,0.675,0.6,0.8238,positive,3,0,0,0,0,0,joy,3
REV102157,The running shoes arrived damaged and customer service ignored me. :(,News Headline,running shoes,negative,2024-06-09,The running shoes arrived damaged and customer service ignored me. :(,-0.7964,-0.75,1.0,-0.7778,negative,0,0,0,0,0,0,none,0
REV102160,"I bought the wireless headphones last week, still testing it out.",Facebook Comment,wireless headphones,neutral,2024-04-11,"I bought the wireless headphones last week, still testing it out.",0.0,0.0,0.0667,0.0,neutral,0,0,0,0,0,0,none,0
REV102161,The restaurant chain arrived quickly and the build quality is amazing. :),Twitter/X Post,restaurant chain,positive,2024-01-23,The restaurant chain arrived quickly and the build quality is amazing. :),0.7783,0.4778,0.8,0.6581,positive,1,0,0,0,0,0,joy,1
REV102162,"The software update does what it's supposed to do, nothing special.",Facebook Comment,software update,neutral,2024-09-07,"The software update does what it's supposed to do, nothing special.",-0.3089,0.3571,0.5714,-0.0425,neutral,0,0,0,0,0,0,none,0
REV102175,This gaming mouse caused nothing but problems since day one. :(,Amazon Review,gaming mouse,negative,2024-02-02,This gaming mouse caused nothing but problems since day one. :(,-0.2413,-0.75,1.0,-0.4448,negative,0,0,0,0,0,0,none,0
REV102177,"Excellent customer support experience, exactly as described and super reliable.!!",Twitter/X Post,customer support experience,positive,2024-05-24,"Excellent customer support experience, exactly as described and super reliable.!!",0.8975,0.5903,0.6389,0.7746,positive,1,0,0,0,1,0,joy,2
REV102184,This backpack is poorly made and feels cheap.,Facebook Comment,backpack,negative,2024-07-01,This backpack is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV102185,This gaming mouse is poorly made and feels cheap.,Product Forum,gaming mouse,negative,2024-07-02,This gaming mouse is poorly made and feels cheap.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV102195,"Excellent smartphone case, exactly as described and super reliable.!!",News Headline,smartphone case,positive,2024-07-21,"Excellent smartphone case, exactly as described and super reliable.!!",0.8475,0.5903,0.6389,0.7446,positive,1,0,0,0,1,0,joy,2
REV102196,This laptop stand is poorly made and feels cheap.!!,Twitter/X Post,laptop stand,negative,2024-02-28,This laptop stand is poorly made and feels cheap.!!,0.0,0.1125,0.65,0.045,neutral,0,0,0,0,0,0,none,0
REV102197,The restaurant chain has some pros and cons worth mentioning.,Amazon Review,restaurant chain,neutral,2024-10-15,The restaurant chain has some pros and cons worth mentioning.,0.2263,0.3,0.1,0.2558,positive,0,0,0,0,0,0,none,0
REV102201,What a wonderful customer support experience! Great value for the price. Love it!,News Headline,customer support experience,positive,2024-12-11,What a wonderful customer support experience! Great value for the price. Love it!,0.9564,0.8083,0.7833,0.8972,positive,3,0,0,0,0,0,joy,3
REV102202,The desk lamp arrived damaged and customer service ignored me. Never again.,Product Forum,desk lamp,negative,2024-09-14,The desk lamp arrived damaged and customer service ignored me. Never again.,-0.6369,0.0,0.0,-0.3821,negative,0,0,0,0,0,0,none,0
REV102203,The customer service team was super helpful with my delivery service order. :),Product Forum,delivery service,positive,2024-09-04,The customer service team was super helpful with my delivery service order. :),0.8658,0.4167,0.8333,0.6861,positive,0,0,0,0,0,0,none,0
REV102208,What a wonderful running shoes! Great value for the price.!!,News Headline,running shoes,positive,2024-12-25,What a wonderful running shoes! Great value for the price.!!,0.9017,1.0,0.875,0.941,positive,2,0,0,0,0,0,joy,2
REV102210,This desk lamp caused nothing but problems since day one.!!,Amazon Review,desk lamp,negative,2024-03-07,This desk lamp caused nothing but problems since day one.!!,0.5379,0.0,0.0,0.3227,positive,0,0,0,0,0,0,none,0
REV102214,"Terrible airline, broke after just two days of use. Never again.",News Headline,airline,negative,2024-04-09,"Terrible airline, broke after just two days of use. Never again.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV102217,The streaming service arrived quickly and the build quality is amazing. :),News Headline,streaming service,positive,2024-07-13,The streaming service arrived quickly and the build quality is amazing. :),0.7783,0.4778,0.8,0.6581,positive,1,0,0,0,0,0,joy,1
REV102221,"I'm impressed by how well the electric toothbrush performs, truly outstanding. Love it!",News Headline,electric toothbrush,positive,2024-03-13,"I'm impressed by how well the electric toothbrush performs, truly outstanding. Love it!",0.9485,0.7083,0.825,0.8524,positive,3,0,0,0,0,0,joy,3
REV102222,The electric toothbrush is overpriced for such low quality.,News Headline,electric toothbrush,negative,2024-10-14,The electric toothbrush is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV102225,"This laptop stand is fantastic, best purchase I've made all year.",Product Forum,laptop stand,positive,2024-06-11,"This laptop stand is fantastic, best purchase I've made all year.",0.8316,0.7,0.6,0.779,positive,2,0,0,0,0,0,joy,2
REV102226,This airline caused nothing but problems since day one. :(,Amazon Review,airline,negative,2024-07-20,This airline caused nothing but problems since day one. :(,-0.2413,-0.75,1.0,-0.4448,negative,0,0,0,0,0,0,none,0
REV102228,"Disappointing airline, definitely returning it. :(",Amazon Review,airline,negative,2024-04-22,"Disappointing airline, definitely returning it. :(",-0.5267,-0.45,0.7333,-0.496,negative,0,0,1,0,0,0,sadness,1
REV102230,I hate how unreliable this kitchen blender turned out to be.,News Headline,kitchen blender,negative,2024-05-29,I hate how unreliable this kitchen blender turned out to be.,-0.5719,-0.8,0.9,-0.6631,negative,0,1,0,0,0,0,anger,1
REV102237,This gaming mouse caused nothing but problems since day one. Never again.,Amazon Review,gaming mouse,negative,2024-10-06,This gaming mouse caused nothing but problems since day one. Never again.,0.438,0.0,0.0,0.2628,positive,0,0,0,0,0,0,none,0
REV102238,Great yoga mat! My whole family loves it. 😊,Product Forum,yoga mat,positive,2024-04-16,Great yoga mat! My whole family loves it.,0.8439,0.6,0.575,0.7463,positive,1,0,0,0,0,0,joy,1
REV102241,"This streaming service is a game changer, I use it every single day. Love it!",Facebook Comment,streaming service,positive,2024-07-04,"This streaming service is a game changer, I use it every single day. Love it!",0.6696,0.0512,0.4048,0.4222,positive,1,0,0,0,0,0,joy,1
REV102251,I hate how unreliable this kitchen blender turned out to be.!!,Product Forum,kitchen blender,negative,2024-11-24,I hate how unreliable this kitchen blender turned out to be.!!,-0.6467,-1.0,0.9,-0.788,negative,0,1,0,0,0,0,anger,1
REV102254,The delivery service is overpriced for such low quality.!!,News Headline,delivery service,negative,2024-01-13,The delivery service is overpriced for such low quality.!!,-0.3987,0.0,0.4,-0.2392,negative,0,0,0,0,0,0,none,0
REV102258,"I'm impressed by how well the coffee maker performs, truly outstanding.",Twitter/X Post,coffee maker,positive,2024-07-29,"I'm impressed by how well the coffee maker performs, truly outstanding.",0.9022,0.75,0.9375,0.8413,positive,2,0,0,0,0,0,joy,2
REV102268,"This smartphone case is a game changer, I use it every single day.",Twitter/X Post,smartphone case,positive,2024-03-27,"This smartphone case is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV102273,"Awful experience with the electric toothbrush, would not recommend at all.",News Headline,electric toothbrush,negative,2024-06-11,"Awful experience with the electric toothbrush, would not recommend at all.",-0.6261,-1.0,1.0,-0.7757,negative,0,0,0,0,1,0,trust,1
REV102278,The backpack arrived on time and matches the description.,Facebook Comment,backpack,neutral,2024-03-29,The backpack arrived on time and matches the description.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV102288,"Terrible streaming service, broke after just two days of use.!!",Twitter/X Post,streaming service,negative,2024-08-10,"Terrible streaming service, broke after just two days of use.!!",-0.7568,-1.0,1.0,-0.8541,negative,0,0,0,0,0,0,none,0
REV102302,I hate how unreliable this backpack turned out to be. Never again.,Twitter/X Post,backpack,negative,2024-10-17,I hate how unreliable this backpack turned out to be. Never again.,-0.5719,-0.8,0.9,-0.6631,negative,0,1,0,0,0,0,anger,1
REV102303,Great bluetooth speaker! My whole family loves it. Love it!,Facebook Comment,bluetooth speaker,positive,2024-02-07,Great bluetooth speaker! My whole family loves it. Love it!,0.9272,0.6083,0.5833,0.7997,positive,2,0,0,0,0,0,joy,2
REV102314,"Worst gaming mouse I have ever bought, total regret.",Amazon Review,gaming mouse,negative,2024-10-22,"Worst gaming mouse I have ever bought, total regret.",-0.8016,-0.5,0.875,-0.681,negative,0,0,1,0,0,0,sadness,1
REV102319,"This running shoes is a game changer, I use it every single day. :)",News Headline,running shoes,positive,2024-02-17,"This running shoes is a game changer, I use it every single day. :)",0.4588,0.0095,0.5381,0.2791,positive,0,0,0,0,0,0,none,0
REV102322,Highly recommend the coffee maker to anyone looking for quality.,News Headline,coffee maker,positive,2024-08-05,Highly recommend the coffee maker to anyone looking for quality.,0.4201,0.16,0.54,0.3161,positive,0,0,0,0,1,0,trust,1
REV102323,The gaming mouse has some pros and cons worth mentioning.,News Headline,gaming mouse,neutral,2024-08-08,The gaming mouse has some pros and cons worth mentioning.,0.2263,0.3,0.1,0.2558,positive,0,0,0,0,0,0,none,0
REV102325,"Awful experience with the software update, would not recommend at all. Never again.",Facebook Comment,software update,negative,2024-05-13,"Awful experience with the software update, would not recommend at all. Never again.",-0.6261,-1.0,1.0,-0.7757,negative,0,0,0,0,1,0,trust,1
REV102331,"Awful experience with the bluetooth speaker, would not recommend at all.",Amazon Review,bluetooth speaker,negative,2024-12-03,"Awful experience with the bluetooth speaker, would not recommend at all.",-0.6261,-1.0,1.0,-0.7757,negative,0,0,0,0,1,0,trust,1
REV102332,"I'm so happy with the delivery service, works perfectly and looks great.",News Headline,delivery service,positive,2024-08-01,"I'm so happy with the delivery service, works perfectly and looks great.",0.923,0.8667,0.9167,0.9005,positive,2,0,0,0,0,0,joy,2
REV102336,"I'm impressed by how well the desk lamp performs, truly outstanding. :)",News Headline,desk lamp,positive,2024-06-10,"I'm impressed by how well the desk lamp performs, truly outstanding. :)",0.9337,0.6667,0.9583,0.8269,positive,2,0,0,0,0,0,joy,2
REV102338,Highly recommend the running shoes to anyone looking for quality. :),Product Forum,running shoes,positive,2024-07-05,Highly recommend the running shoes to anyone looking for quality. :),0.6997,0.33,0.77,0.5518,positive,0,0,0,0,1,0,trust,1
REV102344,The wireless headphones arrived quickly and the build quality is amazing.,Amazon Review,wireless headphones,positive,2024-11-28,The wireless headphones arrived quickly and the build quality is amazing.,0.5859,0.4667,0.7,0.5382,positive,1,0,0,0,0,0,joy,1
REV102346,"Absolutely love this delivery service, it exceeded all my expectations!",Product Forum,delivery service,positive,2024-12-25,"Absolutely love this delivery service, it exceeded all my expectations!",0.6989,0.625,0.6,0.6693,positive,1,0,0,0,0,0,joy,1
REV102347,The laptop stand is overpriced for such low quality.,Amazon Review,laptop stand,negative,2024-09-01,The laptop stand is overpriced for such low quality.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV102355,This kitchen blender caused nothing but problems since day one. :(,Amazon Review,kitchen blender,negative,2024-01-01,This kitchen blender caused nothing but problems since day one. :(,-0.2413,-0.75,1.0,-0.4448,negative,0,0,0,0,0,0,none,0
REV102357,"Awful experience with the backpack, would not recommend at all. Never again.",News Headline,backpack,negative,2024-06-11,"Awful experience with the backpack, would not recommend at all. Never again.",-0.6261,-1.0,1.0,-0.7757,negative,0,0,0,0,1,0,trust,1
REV102362,Considering whether to keep the kitchen blender or exchange it.,Product Forum,kitchen blender,neutral,2024-04-27,Considering whether to keep the kitchen blender or exchange it.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV102367,"Disappointing gaming mouse, definitely returning it.",News Headline,gaming mouse,negative,2024-03-26,"Disappointing gaming mouse, definitely returning it.",-0.128,-0.3,0.6,-0.1968,negative,0,0,1,0,0,0,sadness,1
REV102372,Comparing the fitness tracker to similar products on the market now.,Product Forum,fitness tracker,neutral,2024-10-24,Comparing the fitness tracker to similar products on the market now.,0.2732,0.0,0.4,0.1639,positive,0,0,0,0,0,0,none,0
REV102374,I hate how unreliable this yoga mat turned out to be.,Product Forum,yoga mat,negative,2024-05-30,I hate how unreliable this yoga mat turned out to be.,-0.5719,-0.8,0.9,-0.6631,negative,0,1,0,0,0,0,anger,1
REV102375,"Disappointing subscription plan, definitely returning it.",Product Forum,subscription plan,negative,2024-12-15,"Disappointing subscription plan, definitely returning it.",-0.128,-0.3,0.6,-0.1968,negative,0,0,1,0,0,0,sadness,1
REV102399,This restaurant chain caused nothing but problems since day one.,Twitter/X Post,restaurant chain,negative,2024-01-19,This restaurant chain caused nothing but problems since day one.,0.438,0.0,0.0,0.2628,positive,0,0,0,0,0,0,none,0
REV102403,"This office chair is a game changer, I use it every single day.",Facebook Comment,office chair,positive,2024-07-19,"This office chair is a game changer, I use it every single day.",0.0,-0.2357,0.3071,-0.0943,negative,0,0,0,0,0,0,none,0
REV102410,"Awful experience with the restaurant chain, would not recommend at all.!!",Product Forum,restaurant chain,negative,2024-06-17,"Awful experience with the restaurant chain, would not recommend at all.!!",-0.6902,-1.0,1.0,-0.8141,negative,0,0,0,0,1,0,trust,1
REV102412,"Worst laptop stand I have ever bought, total regret.!!",Amazon Review,laptop stand,negative,2024-04-09,"Worst laptop stand I have ever bought, total regret.!!",-0.8306,-0.5,0.875,-0.6984,negative,0,0,1,0,0,0,sadness,1
REV102416,The smartphone case is overpriced for such low quality. :(,News Headline,smartphone case,negative,2024-07-16,The smartphone case is overpriced for such low quality. :(,-0.6124,-0.25,0.6,-0.4674,negative,0,0,0,0,0,0,none,0
REV102419,"Excellent laptop stand, exactly as described and super reliable.",News Headline,laptop stand,positive,2024-05-17,"Excellent laptop stand, exactly as described and super reliable.",0.8225,0.5278,0.6389,0.7046,positive,1,0,0,0,1,0,joy,2
REV102422,The customer support experience arrived on time and matches the description.,News Headline,customer support experience,neutral,2024-10-11,The customer support experience arrived on time and matches the description.,0.4019,0.0,0.0,0.2411,positive,0,0,0,0,0,0,none,0
REV102423,The subscription plan is overpriced for such low quality. Never again.,Facebook Comment,subscription plan,negative,2024-05-18,The subscription plan is overpriced for such low quality. Never again.,-0.2732,0.0,0.4,-0.1639,negative,0,0,0,0,0,0,none,0
REV102431,"Terrible streaming service, broke after just two days of use.",Facebook Comment,streaming service,negative,2024-10-16,"Terrible streaming service, broke after just two days of use.",-0.7096,-1.0,1.0,-0.8258,negative,0,0,0,0,0,0,none,0
REV102432,This electric toothbrush caused nothing but problems since day one.,Twitter/X Post,electric toothbrush,negative,2024-05-01,This electric toothbrush caused nothing but problems since day one.,0.438,0.0,0.0,0.2628,positive,0,0,0,0,0,0,none,0
REV102433,The subscription plan arrived quickly and the build quality is amazing.,Facebook Comment,subscription plan,positive,2024-03-14,The subscription plan arrived quickly and the build quality is amazing.,0.5859,0.4667,0.7,0.5382,positive,1,0,0,0,0,0,joy,1
REV102435,Highly recommend the streaming service to anyone looking for quality. Love it!,Amazon Review,streaming service,positive,2024-03-05,Highly recommend the streaming service to anyone looking for quality. Love it!,0.8066,0.3925,0.57,0.641,positive,1,0,0,0,1,0,joy,2
REV102437,The delivery service stopped working and support was unhelpful. :(,Twitter/X Post,delivery service,negative,2024-02-20,The delivery service stopped working and support was unhelpful. :(,-0.2732,-0.75,1.0,-0.4639,negative,0,0,0,0,0,0,none,0
REV102441,Considering whether to keep the wireless headphones or exchange it.,Twitter/X Post,wireless headphones,neutral,2024-03-28,Considering whether to keep the wireless headphones or exchange it.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV102445,"Awful experience with the desk lamp, would not recommend at all.!!",Twitter/X Post,desk lamp,negative,2024-06-29,"Awful experience with the desk lamp, would not recommend at all.!!",-0.6902,-1.0,1.0,-0.8141,negative,0,0,0,0,1,0,trust,1
REV102448,"The laptop stand meets the basic requirements, nothing more.",News Headline,laptop stand,neutral,2024-05-13,"The laptop stand meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV102455,The laptop stand arrived damaged and customer service ignored me.!!,Twitter/X Post,laptop stand,negative,2024-12-18,The laptop stand arrived damaged and customer service ignored me.!!,-0.6988,0.0,0.0,-0.4193,negative,0,0,0,0,0,0,none,0
REV102462,"I'm so happy with the water bottle, works perfectly and looks great.",Twitter/X Post,water bottle,positive,2024-12-04,"I'm so happy with the water bottle, works perfectly and looks great.",0.923,0.8667,0.9167,0.9005,positive,2,0,0,0,0,0,joy,2
REV102465,"The air purifier is okay, not great but not bad either.",Product Forum,air purifier,neutral,2024-10-21,"The air purifier is okay, not great but not bad either.",0.4728,0.15,0.6389,0.3437,positive,1,0,0,0,0,0,joy,1
REV102472,The desk lamp has some pros and cons worth mentioning.,Facebook Comment,desk lamp,neutral,2024-11-27,The desk lamp has some pros and cons worth mentioning.,0.2263,0.3,0.1,0.2558,positive,0,0,0,0,0,0,none,0
REV102474,The wireless headphones arrived quickly and the build quality is amazing. :),Amazon Review,wireless headphones,positive,2024-12-23,The wireless headphones arrived quickly and the build quality is amazing. :),0.7783,0.4778,0.8,0.6581,positive,1,0,0,0,0,0,joy,1
REV102475,The coffee maker stopped working and support was unhelpful. :(,Facebook Comment,coffee maker,negative,2024-09-03,The coffee maker stopped working and support was unhelpful. :(,-0.2732,-0.75,1.0,-0.4639,negative,0,0,0,0,0,0,none,0
REV102484,"I'm so happy with the restaurant chain, works perfectly and looks great.",Facebook Comment,restaurant chain,positive,2024-03-18,"I'm so happy with the restaurant chain, works perfectly and looks great.",0.923,0.8667,0.9167,0.9005,positive,2,0,0,0,0,0,joy,2
REV102490,"Five stars for the software update, it changed the way I do things.!!",Facebook Comment,software update,positive,2024-01-15,"Five stars for the software update, it changed the way I do things.!!",0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV102491,"I'm impressed by how well the airline performs, truly outstanding. Love it!",Amazon Review,airline,positive,2024-09-16,"I'm impressed by how well the airline performs, truly outstanding. Love it!",0.9485,0.7083,0.825,0.8524,positive,3,0,0,0,0,0,joy,3
REV102492,"Awful experience with the gaming mouse, would not recommend at all.",Facebook Comment,gaming mouse,negative,2024-09-09,"Awful experience with the gaming mouse, would not recommend at all.",-0.6261,-1.0,1.0,-0.7757,negative,0,0,0,0,1,0,trust,1
REV102501,"Excellent bluetooth speaker, exactly as described and super reliable.",News Headline,bluetooth speaker,positive,2024-07-13,"Excellent bluetooth speaker, exactly as described and super reliable.",0.8225,0.5278,0.6389,0.7046,positive,1,0,0,0,1,0,joy,2
REV102507,I hate how unreliable this software update turned out to be. Never again.,Facebook Comment,software update,negative,2024-09-16,I hate how unreliable this software update turned out to be. Never again.,-0.5719,-0.8,0.9,-0.6631,negative,0,1,0,0,0,0,anger,1
REV102512,The subscription plan stopped working and support was unhelpful.!!,Product Forum,subscription plan,negative,2024-01-26,The subscription plan stopped working and support was unhelpful.!!,0.3365,0.0,0.0,0.2019,positive,0,0,0,0,0,0,none,0
REV102518,What a wonderful airline! Great value for the price.,Amazon Review,airline,positive,2024-11-24,What a wonderful airline! Great value for the price.,0.8883,0.9,0.875,0.893,positive,2,0,0,0,0,0,joy,2
REV102522,"Worst airline I have ever bought, total regret.!!",Facebook Comment,airline,negative,2024-10-19,"Worst airline I have ever bought, total regret.!!",-0.8306,-0.5,0.875,-0.6984,negative,0,0,1,0,0,0,sadness,1
REV102525,The desk lamp arrived damaged and customer service ignored me.!!,Facebook Comment,desk lamp,negative,2024-07-09,The desk lamp arrived damaged and customer service ignored me.!!,-0.6988,0.0,0.0,-0.4193,negative,0,0,0,0,0,0,none,0
REV102531,"Awful experience with the gaming mouse, would not recommend at all.!!",News Headline,gaming mouse,negative,2024-03-25,"Awful experience with the gaming mouse, would not recommend at all.!!",-0.6902,-1.0,1.0,-0.8141,negative,0,0,0,0,1,0,trust,1
REV102538,"Very frustrated with the fitness tracker, it never worked as advertised.",Amazon Review,fitness tracker,negative,2024-07-15,"Very frustrated with the fitness tracker, it never worked as advertised.",-0.3804,-0.91,0.26,-0.5922,negative,0,1,0,0,0,0,anger,1
REV102544,The software update is overpriced for such low quality. :(,News Headline,software update,negative,2024-05-28,The software update is overpriced for such low quality. :(,-0.6124,-0.25,0.6,-0.4674,negative,0,0,0,0,0,0,none,0
REV102545,The wireless headphones arrived on time and matches the description.,Product Forum,wireless headphones,neutral,2024-06-19,The wireless headphones arrived on time and matches the description.,0.0,0.0,0.0,0.0,neutral,0,0,0,0,0,0,none,0
REV102554,The customer support experience arrived damaged and customer service ignored me.!!,Amazon Review,customer support experience,negative,2024-06-22,The customer support experience arrived damaged and customer service ignored me.!!,-0.4738,0.0,0.0,-0.2843,negative,0,0,0,0,0,0,none,0
REV102556,What a wonderful coffee maker! Great value for the price. Love it!,Amazon Review,coffee maker,positive,2024-10-17,What a wonderful coffee maker! Great value for the price. Love it!,0.9431,0.8083,0.7833,0.8892,positive,3,0,0,0,0,0,joy,3
REV102557,The software update stopped working and support was unhelpful.!!,Product Forum,software update,negative,2024-11-22,The software update stopped working and support was unhelpful.!!,0.3365,0.0,0.0,0.2019,positive,0,0,0,0,0,0,none,0
REV102562,I hate how unreliable this desk lamp turned out to be.!!,Facebook Comment,desk lamp,negative,2024-04-20,I hate how unreliable this desk lamp turned out to be.!!,-0.6467,-1.0,0.9,-0.788,negative,0,1,0,0,0,0,anger,1
REV102569,"Terrible desk lamp, broke after just two days of use. :(",Facebook Comment,desk lamp,negative,2024-10-13,"Terrible desk lamp, broke after just two days of use. :(",-0.8316,-0.875,1.0,-0.849,negative,0,0,0,0,0,0,none,0
REV102572,"This restaurant chain is fantastic, best purchase I've made all year.",News Headline,restaurant chain,positive,2024-04-12,"This restaurant chain is fantastic, best purchase I've made all year.",0.8316,0.7,0.6,0.779,positive,2,0,0,0,0,0,joy,2
REV102578,This streaming service caused nothing but problems since day one. :(,News Headline,streaming service,negative,2024-10-23,This streaming service caused nothing but problems since day one. :(,-0.2413,-0.75,1.0,-0.4448,negative,0,0,0,0,0,0,none,0
REV102585,The customer service team was super helpful with my office chair order.,Product Forum,office chair,positive,2024-04-11,The customer service team was super helpful with my office chair order.,0.7717,0.3333,0.6667,0.5964,positive,0,0,0,0,0,0,none,0
REV102589,This wireless headphones is poorly made and feels cheap. Never again.,Facebook Comment,wireless headphones,negative,2024-04-28,This wireless headphones is poorly made and feels cheap. Never again.,0.0,0.0,0.65,0.0,neutral,0,0,0,0,0,0,none,0
REV102593,"I'm impressed by how well the backpack performs, truly outstanding. Love it!",Twitter/X Post,backpack,positive,2024-11-23,"I'm impressed by how well the backpack performs, truly outstanding. Love it!",0.9485,0.7083,0.825,0.8524,positive,3,0,0,0,0,0,joy,3
REV102596,The water bottle arrived damaged and customer service ignored me. :(,News Headline,water bottle,negative,2024-03-20,The water bottle arrived damaged and customer service ignored me. :(,-0.7964,-0.75,1.0,-0.7778,negative,0,0,0,0,0,0,none,0
REV102603,"This office chair is a game changer, I use it every single day.!!",News Headline,office chair,positive,2024-08-08,"This office chair is a game changer, I use it every single day.!!",0.0,-0.2558,0.3071,-0.1023,negative,0,0,0,0,0,0,none,0
REV102609,"The water bottle meets the basic requirements, nothing more.",Amazon Review,water bottle,neutral,2024-02-11,"The water bottle meets the basic requirements, nothing more.",0.0,0.25,0.3125,0.1,positive,0,0,0,0,0,0,none,0
REV102615,The desk lamp stopped working and support was unhelpful. :(,Product Forum,desk lamp,negative,2024-12-25,The desk lamp stopped working and support was unhelpful. :(,-0.2732,-0.75,1.0,-0.4639,negative,0,0,0,0,0,0,none,0
REV102619,"This customer support experience is fantastic, best purchase I've made all year.!!",News Headline,customer support experience,positive,2024-06-21,"This customer support experience is fantastic, best purchase I've made all year.!!",0.9018,0.7,0.6,0.8211,positive,2,0,0,0,0,0,joy,2
REV102621,The backpack stopped working and support was unhelpful. :(,Twitter/X Post,backpack,negative,2024-10-11,The backpack stopped working and support was unhelpful. :(,-0.2732,-0.75,1.0,-0.4639,negative,0,0,0,0,0,0,none,0
REV102628,"Very frustrated with the subscription plan, it never worked as advertised. :(",Product Forum,subscription plan,negative,2024-10-29,"Very frustrated with the subscription plan, it never worked as advertised. :(",-0.7645,-0.83,0.63,-0.7907,negative,0,1,0,0,0,0,anger,1
REV102631,I hate how unreliable this mobile app turned out to be.,News Headline,mobile app,negative,2024-09-19,I hate how unreliable this mobile app turned out to be.,-0.5719,-0.8,0.9,-0.6631,negative,0,1,0,0,0,0,anger,1
REV102638,"Worst fitness tracker I have ever bought, total regret. Never again.",Twitter/X Post,fitness tracker,negative,2024-09-05,"Worst fitness tracker I have ever bought, total regret. Never again.",-0.7264,-0.5,0.875,-0.6358,negative,0,0,1,0,0,0,sadness,1
